bibkey,paper,task,subject,age,gender,choice,r,n,soep_patience,soep_impulsive,soep,soep_financial,country
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,318122,19,0,3,0.036572989446576686,0,4,8,3,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413073,24,1,8,1.7025144659541547,0,8,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413073,24,1,5,0.7208354293205775,0,8,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413075,24,1,3,0.2113046013726853,0,4,3,2,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413096,24,0,4,0.41413374681957066,0,4,7,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413100,24,1,8,1.574986566696316,0,10,7,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413100,24,1,10,3.79,0,10,7,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413102,25,1,8,1.8709563006041572,0,9,9,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413103,24,1,4,0.36489850213052705,0,9,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413104,24,1,4,0.5439552193856798,0,6,7,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413104,24,1,4,0.43612299802713095,0,6,7,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413107,24,1,3,0.35183443545829507,0,7,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413110,24,0,5,0.8237190631451086,0,4,1,10,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413115,24,1,5,0.734019813798368,0,3,9,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413115,24,1,4,0.5612625460978597,0,3,9,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413139,24,1,7,1.389009965681471,0,5,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413139,24,1,2,0.16026944944169375,0,5,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414054,23,1,3,0.11836421773303302,0,8,8,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414054,23,1,1,0.021749112326651814,0,8,8,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414062,23,0,8,1.9094568511098622,0,4,3,10,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414062,23,0,6,1.1487929430278019,0,4,3,10,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414073,23,1,5,0.653123657060787,0,6,6,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414076,23,1,2,-0.1750554229877889,0,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414076,23,1,3,0.23276564475614578,0,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414077,23,1,5,0.7300576554331928,0,1,1,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414077,23,1,10,3.79,0,1,1,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414081,23,1,3,0.0704570323927328,0,6,6,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414081,23,1,3,0.20888639089651406,0,6,6,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414088,23,1,4,0.4037509882217273,0,3,9,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414088,23,1,4,0.5166576681565493,0,3,9,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414092,23,1,4,0.5677912707580253,0,9,1,7,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414092,23,1,8,2.015602848082781,0,9,1,7,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414100,23,1,7,1.4361086980486288,0,4,3,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414100,23,1,5,0.6857855064398609,0,4,3,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414104,23,1,4,0.5057961791660637,0,8,7,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414117,23,1,1,-0.37,0,9,4,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414117,23,1,1,0.09908842352218926,0,9,4,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414131,23,1,4,0.5609319381183013,0,6,2,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414131,23,1,2,0.13924561184830964,0,6,2,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414146,23,1,1,-0.37,0,2,2,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414146,23,1,2,0.1233360379934311,0,2,2,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414151,23,1,1,-0.37,0,4,8,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414151,23,1,2,0.1936783235985786,0,4,8,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414154,23,0,8,1.6733305608760565,0,9,2,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414154,23,0,6,1.0840816701110452,0,9,2,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414164,23,0,4,0.5138286934955977,0,8,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414164,23,0,3,0.353476367064286,0,8,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,415055,22,0,5,0.7276995819760486,0,9,6,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,415055,22,0,5,0.6214209337509237,0,9,6,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,415060,22,0,5,0.5963383429124951,0,4,6,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,415060,22,0,0,-0.02,0,4,6,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,415165,22,0,2,-0.3187327251583338,0,9,3,3,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,415165,22,0,0,-0.02,0,9,3,3,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,416061,22,1,1,-0.37,0,8,4,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,416061,22,1,1,0.09493901558220387,0,8,4,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,416069,21,1,4,0.4592530612275004,0,3,3,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,416074,21,1,4,0.5183978043869137,0,8,6,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,416074,21,1,5,0.629578380160965,0,8,6,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,416101,21,1,4,0.4725775183807127,0,7,8,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,416101,21,1,3,0.3832157611148432,0,7,8,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,416119,21,1,5,0.5933723985077813,0,7,5,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417061,20,0,8,1.6770960911782458,0,9,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417068,20,1,3,0.07956749301869423,0,8,7,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417068,20,1,1,-0.011214169142767787,0,8,7,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417090,20,0,3,0.1377705036662519,0,10,10,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417090,20,0,3,0.20467232474591585,0,10,10,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417094,20,1,7,1.332698174850084,0,9,7,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417117,20,1,3,0.2371497290232219,0,6,6,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417117,20,1,2,0.10864544757641853,0,6,6,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418054,19,1,5,0.780373946102336,0,2,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418054,19,1,2,0.1483944908482954,0,2,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418062,19,0,7,1.326895279814489,0,10,8,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418062,19,0,3,0.3519112896872684,0,10,8,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418083,20,1,5,0.8444831787142902,0,6,5,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418083,20,1,7,1.2908131086826324,0,6,5,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418096,19,1,1,-0.37,0,3,6,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418122,19,0,4,0.3401641884935088,0,9,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418134,19,0,2,-0.26749439228326083,0,4,11,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418134,19,0,5,0.7766113978018985,0,4,11,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418137,20,1,4,0.5139813571143895,0,8,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418141,19,0,6,1.1059509286144749,0,8,7,7,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418157,19,0,7,1.4082016031490638,0,6,4,5,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,512051,25,1,2,0.18664591459091753,0,6,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,512078,25,0,3,0.27079349794890734,0,4,9,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,512078,25,0,3,0.20025750268949197,0,4,9,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,512115,25,1,10,2.71,0,5,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,512149,25,0,6,1.0867396927438675,0,8,10,1,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513124,24,1,7,1.4589184265583754,0,9,8,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513124,24,1,3,0.2864920222153887,0,9,8,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513129,24,0,5,0.6658954647462815,0,11,7,10,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513129,24,0,1,-0.01626202439889312,0,11,7,10,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,514064,23,0,7,1.3551569838775321,0,6,5,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,514071,23,0,1,-0.37,0,8,9,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,514071,23,0,3,0.2022542016580701,0,8,9,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,514167,23,0,5,0.7799619836499914,0,11,5,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,514167,23,0,3,0.2238426329055801,0,11,5,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,515090,22,0,2,-0.029441701322793945,0,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,515125,22,1,2,-0.1145066528394818,0,6,1,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,515125,22,1,0,-0.02,0,6,1,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,516082,21,0,7,1.2638529343670233,0,5,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,516082,21,0,6,1.1749817797588185,0,5,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,516087,21,1,1,-0.37,0,9,8,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,516120,21,1,2,-0.2755115911178291,0,4,2,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,516120,21,1,3,0.3614261632482521,0,4,2,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517055,20,1,2,-0.22598014798015356,0,4,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517055,20,1,5,0.662603798750788,0,4,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517063,20,0,2,-0.25218471575528384,0,9,9,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517063,20,0,2,0.12904388813767584,0,9,9,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517070,20,0,1,0.012243306580930948,0,1,11,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517092,20,0,5,0.7006839123764075,0,10,8,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517109,20,1,8,1.6259526993287727,0,5,8,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517109,20,1,5,0.758068118316587,0,5,8,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517154,22,0,8,1.499515175879933,0,6,4,10,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,518060,20,1,1,0.09231678151525557,0,5,4,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,518115,20,1,5,0.7756026466237381,0,7,6,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,12126,25,0,NA,NA,NA,8,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,12126,25,0,NA,NA,NA,8,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,12178,25,1,NA,NA,NA,1,5,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,13053,24,0,NA,NA,NA,2,1,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,13100,24,1,NA,NA,NA,9,6,5,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,13142,24,1,NA,NA,NA,10,2,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,13143,24,1,NA,NA,NA,9,5,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,13151,24,1,NA,NA,NA,6,5,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,13151,24,1,NA,NA,NA,6,5,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,13162,24,0,NA,NA,NA,8,7,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14096,23,0,NA,NA,NA,9,6,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14096,23,0,NA,NA,NA,9,6,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14164,23,0,NA,NA,NA,6,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14164,23,0,NA,NA,NA,6,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14165,23,1,NA,NA,NA,8,9,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14177,23,0,NA,NA,NA,3,3,8,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14177,23,0,NA,NA,NA,3,3,8,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14197,23,1,NA,NA,NA,5,9,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14197,23,1,NA,NA,NA,5,9,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14198,23,0,NA,NA,NA,8,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14198,23,0,NA,NA,NA,8,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14208,23,1,NA,NA,NA,8,7,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14208,23,1,NA,NA,NA,8,7,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14243,23,1,NA,NA,NA,6,5,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14243,23,1,NA,NA,NA,6,5,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14246,23,1,NA,NA,NA,5,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,14246,23,1,NA,NA,NA,5,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,14249,23,1,NA,NA,NA,6,9,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,15061,22,1,NA,NA,NA,7,5,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,15097,22,1,NA,NA,NA,1,2,10,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,15159,22,1,NA,NA,NA,9,4,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,15159,22,1,NA,NA,NA,9,4,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,16102,21,1,NA,NA,NA,8,8,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,16102,21,1,NA,NA,NA,8,8,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,16111,21,1,NA,NA,NA,6,6,9,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,16141,21,1,NA,NA,NA,6,7,10,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,16161,21,1,NA,NA,NA,10,3,7,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,16161,21,1,NA,NA,NA,10,3,7,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,16179,21,1,NA,NA,NA,8,7,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,16179,21,1,NA,NA,NA,8,7,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,16224,23,1,NA,NA,NA,9,7,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17074,20,1,NA,NA,NA,6,10,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17085,20,1,NA,NA,NA,4,9,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,17085,20,1,NA,NA,NA,4,9,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17092,21,0,NA,NA,NA,6,6,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,17112,20,1,NA,NA,NA,5,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17142,20,1,NA,NA,NA,10,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,17142,20,1,NA,NA,NA,10,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17164,20,0,NA,NA,NA,9,9,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,17198,21,1,NA,NA,NA,11,6,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,17203,20,0,NA,NA,NA,9,9,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18054,20,1,NA,NA,NA,11,5,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18054,20,1,NA,NA,NA,11,5,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18068,19,1,NA,NA,NA,8,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18068,19,1,NA,NA,NA,8,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18154,19,1,NA,NA,NA,6,4,8,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18190,19,1,NA,NA,NA,6,1,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18220,19,1,NA,NA,NA,8,5,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18232,21,0,NA,NA,NA,10,10,3,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18234,19,1,NA,NA,NA,6,6,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18234,19,1,NA,NA,NA,6,6,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,18276,19,0,NA,NA,NA,5,4,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,18276,19,0,NA,NA,NA,5,4,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,112081,25,1,NA,NA,NA,8,5,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,112081,25,1,NA,NA,NA,8,5,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,113111,24,1,NA,NA,NA,8,4,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,113130,24,1,NA,NA,NA,10,4,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,113130,24,1,NA,NA,NA,10,4,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,114088,23,0,NA,NA,NA,5,3,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,114117,23,1,NA,NA,NA,9,8,4,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,114117,23,1,NA,NA,NA,9,8,4,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,114135,24,0,NA,NA,NA,7,5,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,115069,23,0,NA,NA,NA,4,8,4,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,115126,22,0,NA,NA,NA,3,4,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,115141,22,1,NA,NA,NA,4,2,7,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,115141,22,1,NA,NA,NA,4,2,7,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,116049,21,1,NA,NA,NA,5,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,116088,21,0,NA,NA,NA,10,8,4,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,116141,21,0,NA,NA,NA,9,8,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,117082,20,1,NA,NA,NA,9,1,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,117082,20,1,NA,NA,NA,9,1,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,117121,21,1,NA,NA,NA,4,6,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,118049,22,0,NA,NA,NA,6,9,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,118054,19,0,NA,NA,NA,5,10,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,118116,20,0,NA,NA,NA,10,8,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,118121,19,1,NA,NA,NA,8,6,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,212059,25,0,NA,NA,NA,11,9,8,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,213058,24,1,NA,NA,NA,2,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,213058,24,1,NA,NA,NA,2,5,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,213060,24,1,NA,NA,NA,11,4,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,213060,24,1,NA,NA,NA,11,4,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,213062,24,1,NA,NA,NA,8,7,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,213062,24,1,NA,NA,NA,8,7,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,213102,24,0,NA,NA,NA,6,3,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,213102,24,0,NA,NA,NA,6,3,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,214052,23,1,NA,NA,NA,9,11,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,214052,23,1,NA,NA,NA,9,11,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,214102,23,1,NA,NA,NA,9,3,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,214111,23,1,NA,NA,NA,9,4,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,214111,23,1,NA,NA,NA,9,4,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,214139,23,0,NA,NA,NA,11,6,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,214139,23,0,NA,NA,NA,11,6,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,214147,23,0,NA,NA,NA,3,6,9,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,214168,23,0,NA,NA,NA,9,11,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,215058,22,1,NA,NA,NA,7,8,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,215058,22,1,NA,NA,NA,7,8,2,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,215073,22,0,NA,NA,NA,3,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,215119,22,0,NA,NA,NA,7,5,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,215119,22,0,NA,NA,NA,7,5,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,215129,22,1,NA,NA,NA,10,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216049,21,1,NA,NA,NA,11,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216070,21,1,NA,NA,NA,1,3,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216070,21,1,NA,NA,NA,1,3,8,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216086,21,1,NA,NA,NA,4,2,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216086,21,1,NA,NA,NA,4,2,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216092,21,1,NA,NA,NA,4,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216101,21,1,NA,NA,NA,1,6,10,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216101,21,1,NA,NA,NA,1,6,10,6,Greece
