bibkey,paper,task,subject,gender,choice,r,Period
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,6,0.8734987668925897,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,7,1.3358818248333408,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,8,1.6262199097406118,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,3,0.27236164069734514,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,8,1.8648682098230347,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,5,0.6325734127638861,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,3,0.16136591950431467,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,3,0.27901471808552747,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,6,1.0672248539282008,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,9,2.502840247824788,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,6,0.8957556148525327,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,8,1.6184570701327174,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,8,1.9467753954743965,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,7,1.2628482989128678,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,9,2.2224901456665247,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,3,0.05633764950791374,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,7,1.2508384013175964,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,7,1.193532626889646,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,10,2.71,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,10,2.71,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,9,2.4873182842321695,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,8,1.9140950253000484,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,2,-0.17846970761194825,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,27,1,8,1.7680549742793663,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,28,1,1,-0.37,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,29,0,7,1.280645536049269,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,30,1,1,-0.37,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,31,1,7,1.1865912541234864,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,32,1,3,0.08567930488381535,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,33,1,6,0.9286767728859558,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,34,1,1,-0.37,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,35,1,1,-0.37,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,36,1,9,2.617543184449896,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,37,1,7,1.4157358249323442,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,38,1,6,1.0924121011514216,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,39,1,8,1.9209653606498613,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,40,1,9,2.357215677881613,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,41,1,3,0.03894923965446651,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,42,0,7,1.4651494407420977,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,43,0,4,0.5661052591074258,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,44,1,10,2.71,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,45,0,2,-0.1533940677344799,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,46,1,7,1.3536570753203705,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,47,1,10,2.71,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,48,0,6,1.1324191235704346,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,49,1,6,1.0428422247758133,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,50,1,3,0.15425699881976473,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,51,1,4,0.42729433448286724,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,52,1,10,2.71,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,53,0,1,-0.37,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,54,1,8,1.8637129332497715,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,55,1,9,2.6925391391944142,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,56,1,2,-0.22344695206731557,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,57,1,7,1.2427858824376017,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,58,1,3,0.0714680450456217,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,59,1,2,-0.1329113039933145,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,60,1,7,1.1987957454519345,19
ErtHaruvy2017,Ert and Haruvy 2017,HL,1,0,6,0.9972506817663088,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,2,0,10,2.71,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,3,0,7,1.4452344060875475,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,3,0.141177428541705,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,10,2.71,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,7,1.4621748629026114,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,10,2.71,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,9,1.9616165297292172,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,5,0.804291095752269,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,7,1.1743467282224445,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,3,0.2969732523616404,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,7,1.1769851498957722,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,9,2.540183167913929,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,5,0.616022946727462,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,7,1.4794286782946438,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,4,0.43117301466176283,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,5,0.819416174152866,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,3,0.06836727567017079,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,1,-0.37,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,1,-0.37,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,2,-0.061858862992376085,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,9,2.268040388599038,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,4,0.4942400721879676,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,1,-0.37,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,7,1.373659212384373,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,8,1.72127074141521,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,27,1,6,0.8540413024835288,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,28,1,7,1.3811600769450887,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,29,0,7,1.4184840408433228,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,30,1,9,2.044626524131745,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,31,1,2,-0.24942770309746265,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,32,1,7,1.189390105563216,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,33,1,4,0.4444014088250696,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,34,1,8,1.5348186370404437,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,35,1,4,0.47636357056675477,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,36,1,9,2.397157037584111,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,37,1,2,-0.04239708723500368,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,38,1,10,2.71,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,39,1,8,1.721938454224728,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,40,1,9,2.10597058923915,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,41,1,1,-0.37,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,42,0,8,1.567160221543163,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,43,0,1,-0.37,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,44,1,6,0.9657917793607339,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,45,0,4,0.36423425181070346,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,46,1,6,0.8599015138577669,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,47,1,7,1.2427790808817372,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,48,0,8,1.8915130839589982,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,49,1,9,2.176317806588486,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,50,1,6,1.022432762524113,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,51,1,10,2.71,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,52,1,4,0.449138193319086,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,53,0,2,0.024232306443154827,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,54,1,5,0.8358392073167488,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,55,1,8,1.7500510644819587,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,56,1,9,2.4348286036401987,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,57,1,8,1.8135360385337844,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,58,1,2,-0.1042790636233985,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,59,1,9,2.3133614976610986,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,60,1,5,0.6969433611351996,20
ErtHaruvy2017,Ert and Haruvy 2017,HL,1,0,2,0.02316242560744286,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,2,0,8,1.6973087524017318,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,3,0,6,0.8875902609433979,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,4,0.4962547044409439,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,6,0.8838865633588284,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,5,0.6019581354549154,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,4,0.39335019439226016,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,6,0.9038444257108494,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,7,1.489235750650987,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,3,0.13718200383940712,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,6,1.1069332263432443,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,5,0.6720667595649138,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,9,2.650046844575554,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,3,0.03964264607522637,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,6,0.9785515024326741,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,6,1.114782034815289,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,9,2.2697579947765916,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,8,1.8243279239861294,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,8,1.6426908002980054,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,8,1.7460957915708422,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,5,0.7922161141969264,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,6,0.8866662424523383,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,8,1.546804352607578,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,27,1,5,0.7487992476252838,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,28,1,4,0.44080273976316675,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,29,0,5,0.6007547941710799,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,30,1,8,1.8368457920616492,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,31,1,3,0.13853783019818366,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,32,1,3,0.2634018432744779,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,33,1,5,0.7593975058337673,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,34,1,6,1.0878555500879883,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,35,1,5,0.8366762274224311,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,36,1,2,-0.3673833098076284,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,37,1,3,0.2608270488446579,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,38,1,7,1.227669712640345,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,39,1,1,-0.37,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,40,1,9,2.566584675749764,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,41,1,3,0.19271508062956857,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,42,0,1,-0.37,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,43,0,8,1.9403053558152168,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,44,1,3,0.07297634558519349,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,45,0,4,0.34895847907988353,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,46,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,47,1,8,1.5395704311318696,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,48,0,5,0.7591050935024395,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,49,1,6,0.8614378874422982,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,50,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,51,1,4,0.362985808509402,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,52,1,10,2.71,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,53,0,4,0.4196550696296617,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,54,1,7,1.4021506620943547,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,55,1,4,0.32168716709595174,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,56,1,2,-0.20890136685222385,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,57,1,2,-0.044592001736164066,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,58,1,7,1.4801011390564964,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,59,1,9,2.0784029952343555,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,60,1,4,0.5375543998368084,21
ErtHaruvy2017,Ert and Haruvy 2017,HL,1,0,2,-0.3440981561131775,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,2,0,3,0.03551061844918877,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,3,0,8,1.5030612837616355,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,6,1.0700779728824272,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,8,1.5008780977129936,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,5,0.7427877393085509,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,5,0.7002980152796954,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,2,-0.359681804459542,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,3,0.0855086349719204,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,7,1.4363158400543035,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,5,0.8285889383032918,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,9,2.3642585950624198,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,9,2.6846398354601115,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,4,0.41389607269084083,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,9,2.1117995257303117,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,2,-0.3558824755065143,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,3,0.2581486230203882,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,9,2.4133052004687485,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,9,2.6617610045243056,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,3,0.15500956636620686,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,10,2.71,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,7,1.2926159919193014,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,5,0.6379703080002218,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,2,-0.013829836137592755,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,9,2.4096237464156003,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,27,1,6,0.9593204928096384,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,28,1,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,29,0,9,2.2187440944835544,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,30,1,8,1.5741964839585125,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,31,1,6,0.9235470342449843,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,32,1,10,2.71,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,33,1,3,0.2371889613592066,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,34,1,7,1.2144643810624256,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,35,1,9,2.609106646515429,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,36,1,4,0.46326257770648227,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,37,1,9,2.0534997173305602,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,38,1,8,1.6500661030737682,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,39,1,8,1.55855916258879,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,40,1,9,2.6597171580325814,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,41,1,9,2.1279455335251987,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,42,0,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,43,0,5,0.8101734204357489,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,44,1,3,0.29031833583954725,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,45,0,5,0.6798875418119132,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,46,1,3,0.23770388745702806,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,47,1,9,2.634614516543224,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,48,0,5,0.6452646272210404,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,49,1,4,0.4164330284157768,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,50,1,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,51,1,10,2.71,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,52,1,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,53,0,3,0.16498684642836453,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,54,1,3,0.25180987041676417,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,55,1,8,1.5581887731235473,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,56,1,8,1.5975974364206196,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,57,1,8,1.7587282753828912,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,58,1,10,2.71,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,59,1,10,2.71,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,60,1,1,-0.37,22
ErtHaruvy2017,Ert and Haruvy 2017,HL,1,0,9,2.553214779049158,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,2,0,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,3,0,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,4,0.40037042908370496,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,1,-0.37,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,5,0.7579686582041905,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,7,1.2283095225458964,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,2,-0.020657706242054652,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,9,2.533209794005379,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,8,1.644771086294204,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,9,2.5058060798980293,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,5,0.745007214397192,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,4,0.445146780021023,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,1,-0.37,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,9,2.5245059647783634,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,3,0.29529933490324767,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,1,-0.37,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,5,0.8138980856072158,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,2,-0.3686299439333379,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,1,-0.37,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,2,-0.0663578825816512,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,2,-0.24936845291405915,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,8,1.6931277897767723,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,27,1,8,1.5437177048996091,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,28,1,4,0.4142961025820114,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,29,0,7,1.3113809254253284,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,30,1,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,31,1,8,1.7075151423970236,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,32,1,6,0.8662818095413968,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,33,1,3,0.17331529621500524,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,34,1,9,2.1155803489033134,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,35,1,8,1.6980670485226437,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,36,1,2,-0.12054060788825152,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,37,1,9,2.1099263760074973,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,38,1,9,2.201426690388471,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,39,1,4,0.43139531360939143,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,40,1,8,1.8470641790982336,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,41,1,7,1.2208867341373115,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,42,0,3,0.04311202824348584,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,43,0,9,1.9896742251887918,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,44,1,2,0.006248040236532693,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,45,0,4,0.5467955144052393,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,46,1,2,-0.264145630300045,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,47,1,3,0.12151406439486892,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,48,0,1,-0.37,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,49,1,5,0.7841505072452127,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,50,1,4,0.5016468207002618,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,51,1,7,1.206201652237214,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,52,1,10,2.71,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,53,0,3,0.19598264874191956,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,54,1,7,1.1615589347854256,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,55,1,5,0.8323898609355092,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,56,1,2,-0.34082954170182345,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,57,1,6,1.1028443769551812,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,58,1,9,2.1683177402429283,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,59,1,9,2.3728949041012672,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,60,1,7,1.2345592823904008,23
ErtHaruvy2017,Ert and Haruvy 2017,HL,1,0,2,0.014514400456100751,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,2,0,4,0.55066416132031,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,3,0,4,0.45017928641987964,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,4,0,4,0.4652724829432554,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,5,1,3,0.20035685940645637,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,6,1,2,-0.05217412503436203,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,7,1,9,2.435332382898778,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,8,1,10,2.71,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,9,1,7,1.2620799821987747,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,10,1,3,0.1403197766863741,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,11,1,2,-0.3399240164831281,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,12,1,2,-0.08070545697584747,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,13,1,5,0.6509878391074017,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,14,1,3,0.14131816482404247,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,15,0,3,0.27187964629149064,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,16,0,8,1.6999150243960321,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,17,1,2,-0.3266082008183002,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,18,1,7,1.3508323708595706,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,19,1,9,2.3860294713359327,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,20,1,2,-0.11767007967457171,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,21,1,4,0.5395241701952181,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,22,1,1,-0.37,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,23,1,8,1.8698349175509066,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,24,1,8,1.9445912853488698,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,25,1,4,0.4683638495742343,24
ErtHaruvy2017,Ert and Haruvy 2017,HL,26,1,10,2.71,24
