bibkey;paper;name;link;task;subject;age;gender;choice;r;treatment;inconsistent;soep;dosocial;dohealth;doinvest;dogamble;doethic;dorecre;doall;key;sex;metabibkey;soep_financial
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;281517;20;1;52.5;1.105263157894737;20x20;NA;2;3.6666667461395264;5.5;3.3333332538604736;1.6666666269302368;3.5;2.8333332538604736;3.4166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2715512;22;0;25;0.3333333333333333;repeated;NA;4;4.666666507720947;5;1.6666666269302368;2;2.6666667461395264;2.1666667461395264;3.027777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;140852;22;0;40;0.6666666666666666;5x5;NA;7;5.333333492279053;3.3333332538604736;2;3;2.1666667461395264;4.5;3.3888888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1616452;33;0;50;1;repeated;NA;7;4.666666507720947;4;6.666666507720947;6.666666507720947;2.1666667461395264;5.5;4.944444179534912;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;161608;24;1;52;1.0833333333333333;highstake;NA;9;4.166666507720947;5.166666507720947;1;1;1.8333333730697632;7;3.3611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;31435;22;1;40;0.6666666666666666;static;NA;7;3.8333332538604736;3.3333332538604736;5;5;3;2.6666667461395264;3.805555582046509;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;3215512;19;1;35;0.5384615384615384;repeated;NA;6;5.666666507720947;1.6666666269302368;3.6666667461395264;3.6666667461395264;1;4.666666507720947;3.3888888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2515512;23;0;45;0.8181818181818182;repeated;NA;6;3;4.833333492279053;2.6666667461395264;3.3333332538604736;2.5;5.666666507720947;3.6666667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1016452;21;0;35;0.5384615384615384;repeated;NA;9;6.5;4.5;4;1;1.1666666269302368;6.5;3.944444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;31640;27;1;50;1;highstake;NA;7;5.5;3.8333332538604736;4.666666507720947;2.3333332538604736;4.5;5.5;4.388888835906982;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;3117312;24;1;50;1;notrial;NA;7;5.5;4.5;4.333333492279053;3;3;4;4.05555534362793;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2214052;23;1;46;0.8518518518518519;notrial;NA;7;4.666666507720947;3.8333332538604736;2.6666667461395264;1;2;4;3.027777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;41034;27;1;40;0.6666666666666666;lossaversion;NA;6;5;2.3333332538604736;2.3333332538604736;2.6666667461395264;1.5;5.5;3.222222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;101435;23;0;25;0.3333333333333333;static;NA;6;5.833333492279053;4.166666507720947;4.666666507720947;3;3;5.333333492279053;4.333333492279053;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;140952;24;0;50;1;lossaversion;NA;7;5.333333492279053;2.8333332538604736;2.3333332538604736;1;2.3333332538604736;3.8333332538604736;2.944444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;111711;24;1;34;0.5151515151515151;fast;NA;0;4.5;2.6666667461395264;1.6666666269302368;1;1.5;1.8333333730697632;2.194444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2614502;19;1;18;0.21951219512195122;notrial;NA;8;5;2.5;1;2.3333332538604736;1.3333333730697632;3.5;2.6111111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2416452;19;1;75;3;repeated;NA;8;5.333333492279053;5.333333492279053;2.6666667461395264;1;2.6666667461395264;4;3.5;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;191519;22;0;39;0.639344262295082;static;NA;7;4.666666507720947;3;4;6;1.3333333730697632;4.5;3.9166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2316442;27;1;60;1.5;repeated;NA;5;5.166666507720947;3.8333332538604736;3.6666667461395264;4.333333492279053;3;5.833333492279053;4.30555534362793;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;251610;23;1;32;0.47058823529411764;mixed 5x5;NA;4;6.5;3.1666667461395264;1.6666666269302368;4.333333492279053;1.6666666269302368;2;3.222222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;171711;26;0;75;3;fast;NA;9;5.5;4.166666507720947;2.6666667461395264;4.666666507720947;2;6.5;4.25;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;171118;18;0;44;0.7857142857142857;lossaversion;NA;5;5.5;4.5;6;6;3.3333332538604736;4.666666507720947;5;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;221711;30;0;35;0.5384615384615384;fast;NA;1;5.166666507720947;4.833333492279053;3.6666667461395264;3.6666667461395264;3.5;1.6666666269302368;3.75;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;31436;21;0;41;0.6949152542372882;dynamic;NA;3;5.833333492279053;3.8333332538604736;1;1;2.3333332538604736;3.6666667461395264;2.944444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2915512;21;0;45;0.8181818181818182;repeated;NA;6;5.5;4.833333492279053;3.6666667461395264;1.6666666269302368;2.3333332538604736;5.5;3.9166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;311721;25;0;48;0.9230769230769231;5x5;NA;7;5;4.666666507720947;1;2.6666667461395264;3;5.833333492279053;3.694444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2215512;20;1;19;0.2345679012345679;repeated;NA;5;5;3;2.6666667461395264;2;2;1.8333333730697632;2.75;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;231652;20;1;55;1.2222222222222223;explosion;NA;4;4.666666507720947;2.6666667461395264;2.3333332538604736;1;1.6666666269302368;5.666666507720947;3;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;41344;23;1;75;3;dynamic;NA;8;5.833333492279053;4.833333492279053;5;4;2.8333332538604736;5.166666507720947;4.611111164093018;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1414502;18;1;55;1.2222222222222223;notrial;NA;4;4.5;2.5;1.3333333730697632;1.3333333730697632;1.5;5.166666507720947;2.722222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;121555;25;0;62;1.631578947368421;explosion;NA;8;6.5;5.833333492279053;4.333333492279053;4;2;5.5;4.69444465637207;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2615512;21;1;25;0.3333333333333333;repeated;NA;2;5.333333492279053;4.5;3;2.3333332538604736;3.3333332538604736;2.8333332538604736;3.555555582046509;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1117312;28;1;46;0.8518518518518519;notrial;NA;7;6.5;6.166666507720947;1.6666666269302368;1.3333333730697632;2;5.833333492279053;3.9166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1513042;21;1;65;1.8571428571428572;notrial;NA;2;4;1.6666666269302368;2.6666667461395264;1.3333333730697632;1.1666666269302368;2.1666667461395264;2.1666667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1916452;20;1;43;0.7543859649122807;repeated;NA;4;4.666666507720947;3.3333332538604736;2.3333332538604736;1;2.1666667461395264;4;2.9166665077209473;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;311607;33;0;52;1.0833333333333333;5x5;NA;3;5;2.1666667461395264;1.3333333730697632;1.6666666269302368;1.5;2.5;2.3611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;817312;26;0;50;1;notrial;NA;6;6;4;4;5.333333492279053;1.1666666269302368;3.8333332538604736;4.05555534362793;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;41517;25;1;4.75;0.049868766404199474;20x20;NA;8;5.666666507720947;6.666666507720947;2;2.6666667461395264;4.166666507720947;4.166666507720947;4.222222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;191436;20;0;33;0.4925373134328358;dynamic;NA;5;5.666666507720947;4.5;5;3;3.8333332538604736;5;4.5;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2315512;25;1;32;0.47058823529411764;repeated;NA;4;5.5;3.8333332538604736;2.3333332538604736;1.3333333730697632;1.8333333730697632;5.333333492279053;3.3611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1915512;25;1;50;1;repeated;NA;6;6.333333492279053;3.8333332538604736;1.3333333730697632;1;2.6666667461395264;4.166666507720947;3.222222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;211436;53;0;39;0.639344262295082;dynamic;NA;5;4;2.1666667461395264;2;1;2.8333332538604736;3.1666667461395264;2.527777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2216452;27;0;50;1;repeated;NA;2;6;3.5;4.333333492279053;1;4;2.8333332538604736;3.6111111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;416452;23;1;39;0.639344262295082;repeated;NA;2;3.1666667461395264;2.5;1.3333333730697632;1;2;1.8333333730697632;1.9722222089767456;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;21548;30;1;50;1;dynamic;NA;6;4.833333492279053;4.333333492279053;3;5;2.5;2.5;3.694444417953491;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;131339;23;1;60;1.5;explosion;NA;5;4.833333492279053;4.333333492279053;2.6666667461395264;2.3333332538604736;2.5;3.1666667461395264;3.305555582046509;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;914052;21;0;40;0.6666666666666666;notrial;NA;5;5.333333492279053;3.3333332538604736;5.333333492279053;3;3.8333332538604736;3.6666667461395264;4.083333492279053;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;41721;24;0;56;1.2727272727272727;5x5;NA;9;3.8333332538604736;4.333333492279053;4;4.333333492279053;3.6666667461395264;5.833333492279053;4.333333492279053;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;200952;25;1;18;0.21951219512195122;lossaversion;NA;3;3.8333332538604736;2.5;3;1.3333333730697632;1.6666666269302368;2.1666667461395264;2.4166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;91652;28;1;62;1.631578947368421;explosion;NA;6;5.666666507720947;4;2.6666667461395264;3.3333332538604736;3.3333332538604736;3.5;3.75;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;71610;27;0;40;0.6666666666666666;mixed 5x5;NA;3;4.666666507720947;4.5;3;2;3.8333332538604736;3.8333332538604736;3.6388888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;121607;23;0;60;1.5;5x5;NA;7;4.333333492279053;3.1666667461395264;4;2.6666667461395264;1.6666666269302368;5.833333492279053;3.6111111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;151739;28;0;60;1.5;fast;NA;0;5;4;4;1;3;3.5;3.4166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;51436;21;1;43;0.7543859649122807;dynamic;NA;8;5.666666507720947;6.666666507720947;1.6666666269302368;2;4.666666507720947;6.333333492279053;4.5;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;1216452;19;0;35;0.5384615384615384;repeated;NA;6;4.5;4.666666507720947;3.6666667461395264;1.6666666269302368;1.3333333730697632;3.1666667461395264;3.1666667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;201721;26;1;40;0.6666666666666666;5x5;NA;3;5.833333492279053;1.3333333730697632;4;1;1;4.333333492279053;2.9166667461395264;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;71721;24;1;60;1.5;5x5;NA;4;5;4;2;2;2.5;4.166666507720947;3.277777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;311320;29;1;40;0.6666666666666666;random;NA;3;5.666666507720947;3.5;3;3.6666667461395264;3.5;2;3.555555582046509;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;141034;23;0;37;0.5873015873015873;lossaversion;NA;7;4.5;4.5;4;3.6666667461395264;2.3333332538604736;5.833333492279053;4.138888835906982;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;180913;22;1;50;1;lossaversion;NA;3;5;3.3333332538604736;1.3333333730697632;1.3333333730697632;1.6666666269302368;2.5;2.527777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;241118;26;0;60;1.5;lossaversion;NA;9;5.166666507720947;6.5;3.3333332538604736;6;4.833333492279053;5.666666507720947;5.25;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;71729;23;0;25;0.3333333333333333;dynamic;NA;6;5.833333492279053;5.333333492279053;2;3.6666667461395264;3.3333332538604736;3.1666667461395264;3.8888888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;120952;21;1;35;0.5384615384615384;lossaversion;NA;2;5.333333492279053;3.5;3.3333332538604736;1.3333333730697632;1.8333333730697632;2.6666667461395264;3;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;51244;27;1;38;0.6129032258064516;dynamic;NA;6;5.5;3.6666667461395264;5.333333492279053;1;4.166666507720947;3.5;3.8611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;121517;22;0;37.5;0.6;20x20;NA;5;6;3;3.3333332538604736;1.3333333730697632;2.1666667461395264;4.5;3.3888888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;261711;21;1;38;0.6129032258064516;fast;NA;4;4;3.5;2.3333332538604736;1;2.6666667461395264;2.1666667461395264;2.6111111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;181118;28;0;40;0.6666666666666666;lossaversion;NA;8;6;5.166666507720947;5.333333492279053;2;3.8333332538604736;5.666666507720947;4.666666507720947;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;141721;24;0;48;0.9230769230769231;5x5;NA;5;5.166666507720947;3.1666667461395264;4.333333492279053;3;3.5;4.166666507720947;3.8888888359069824;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;191359;24;0;60;1.5;dynamic;NA;8;2.8333332538604736;3.5;3.6666667461395264;3;3.1666667461395264;4.833333492279053;3.5;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;515512;29;1;50;1;repeated;NA;7;4;4.666666507720947;1.3333333730697632;1;3.1666667461395264;2.5;2.777777671813965;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;81711;26;1;70;2.3333333333333335;fast;NA;7;5.166666507720947;4;2;2.3333332538604736;2.5;4.166666507720947;3.3611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;91548;25;1;40;0.6666666666666666;dynamic;NA;4;5.5;3.5;3.6666667461395264;2.3333332538604736;4;3.3333332538604736;3.722222328186035;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;2315512;25;1;41;0.6949152542372882;repeated;NA;4;5.5;3.8333332538604736;2.3333332538604736;1.3333333730697632;1.8333333730697632;5.333333492279053;3.3611111640930176;NA;NA;NA;NA
Crosetto2013;Crosetto and Filippin, JRU 2013;The “bomb” risk elicitation task;https://econpapers.repec.org/article/kapjrisku/v_3a47_3ay_3a2013_3ai_3a1_3ap_3a31-65.htm;BRET;280852;21;1;40;0.6666666666666666;5x5;NA;3;6.333333492279053;2.6666667461395264;5.333333492279053;5;2.1666667461395264;1.3333333730697632;3.805555582046509;NA;NA;NA;NA
