bibkey,paper,task,subject,choice,r,treatment,country,city,longitude,lattitude
Nielsen2019,"Nielsen, JEBO 2019",BRET,345277,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345278,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345279,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345280,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345281,96,24,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345282,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345283,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345284,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345285,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345286,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345287,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345288,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345289,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345290,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345291,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345292,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345293,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345294,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345295,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345296,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345297,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345298,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345299,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345300,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345301,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345302,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345303,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345304,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345305,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345306,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345307,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345308,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345309,72,2.5714285714285716,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345310,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345311,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345312,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345313,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345314,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345315,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345316,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345317,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345318,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345319,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345320,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345321,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345322,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345323,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345324,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345325,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345326,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345327,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345328,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345329,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345330,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345331,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345332,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345333,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345334,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345335,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345336,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345337,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345338,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345339,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345340,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345341,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345342,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345343,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345344,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345345,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345346,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345347,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345348,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345349,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345350,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345351,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345352,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345353,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345354,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345355,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345356,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345357,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345358,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345359,96,24,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345360,100,10,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345361,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345362,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345363,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345364,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345365,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345366,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345367,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345368,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345369,68,2.125,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345370,68,2.125,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345371,72,2.5714285714285716,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345372,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345373,80,4,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345374,80,4,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345375,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345376,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345377,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345378,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345379,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345380,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345381,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345382,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345383,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345384,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345385,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345386,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345387,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345388,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345389,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345390,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345391,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345392,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345393,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345394,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345395,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345396,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345397,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345398,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345399,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345400,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345401,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345402,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345403,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345404,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345405,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345406,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345407,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345408,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345409,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345410,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345411,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345412,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345413,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345414,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345415,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345416,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345417,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345418,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345419,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345420,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345421,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345422,68,2.125,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345423,64,1.7777777777777777,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345424,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345425,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345426,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345427,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345428,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345429,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345430,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345431,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345432,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345433,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345434,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345435,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345436,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345437,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345438,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345439,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345440,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345441,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345442,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345443,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345444,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345445,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345446,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345447,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345448,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345449,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345450,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345451,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345452,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345453,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345454,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345455,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345456,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345457,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345458,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345459,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345460,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345461,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345462,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345463,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345464,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345465,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345466,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345467,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345468,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345469,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345470,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345471,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345472,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345473,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345474,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345475,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345476,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345477,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345478,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345479,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345480,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345481,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345482,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345483,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345484,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345485,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345486,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345487,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345488,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345489,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345490,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345491,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345492,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345493,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345494,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345495,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345496,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345497,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345498,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345499,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345500,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345501,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345502,100,10,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345503,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345504,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345505,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345506,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345507,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345508,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345509,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345510,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345511,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345512,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345513,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345514,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345515,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345516,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345517,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345518,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345519,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345520,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345521,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345522,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345523,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345524,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345525,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345526,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345527,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345528,76,3.1666666666666665,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345529,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345530,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345531,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345532,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345533,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345534,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345535,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345536,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345537,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345538,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345539,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345540,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345541,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345542,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345543,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345544,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345545,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345546,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345547,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345548,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345549,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345550,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345551,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345552,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345553,60,1.5,high stakes,United States,,,
